content,tweet_url,image_url
yes,https://twitter.com/FUNinoCA/status/1860207275706843539,https://pbs.twimg.com/media/GdDIqHTagAEtVOg.jpg
no,https://twitter.com/Will01011001/status/1860206889205923974,https://pbs.twimg.com/media/GdDITr1WgAE_f6l.jpg
yes,https://twitter.com/jaundiceposting/status/1860206511974416759,https://pbs.twimg.com/media/GdDH9vsaIAAJ-Fp.jpg
no,https://twitter.com/JDWang11/status/1860206291505058210,https://pbs.twimg.com/media/GdDHCAgagAA9YQ3.jpg
no,https://twitter.com/TheWreckingBal5/status/1860206120096399873,https://pbs.twimg.com/media/GdDHm55agAEx_Qu.jpg
no,https://twitter.com/UsaPete2/status/1860204850698682785,https://pbs.twimg.com/media/GdDGcb_XIAAZLqZ.jpg
no,https://twitter.com/PRAYING4MUELLER/status/1860204767055872021,https://pbs.twimg.com/media/GdDGYFoagAAxVAt.jpg
no,https://twitter.com/Projectjustice7/status/1860204697875021878,https://pbs.twimg.com/media/GdDGUDFXUAAXT8j.jpg
yes,https://twitter.com/LDewlar/status/1860204530815680705,https://pbs.twimg.com/media/GdDGJ1pXQAAFvRh.png
no,https://twitter.com/ElectricNews3/status/1860204358102843754,https://pbs.twimg.com/media/GdDGAVJW8AAB9R_.jpg
yes,https://twitter.com/jimwito/status/1860204352176292323,https://pbs.twimg.com/media/GdDF_8-WgAAzhvk.jpg
yes,https://twitter.com/lexfridmanfans/status/1860204177349370282,https://pbs.twimg.com/media/GdDF1nEWMAAgALb.jpg
no,https://twitter.com/ponchan_dnc/status/1860203907047391524,https://pbs.twimg.com/media/GdDFmCragAUIh0C.jpg
no,https://twitter.com/Projectjustice7/status/1860203869286072427,https://pbs.twimg.com/media/GdDFjwyWsAAaFcB.jpg
yes,https://twitter.com/ScottyintheUSA/status/1860203045654831217,https://pbs.twimg.com/media/GdDEz10aUAAmbXh.jpg
yes,https://twitter.com/ElonAlertsX/status/1860202938502631514,https://pbs.twimg.com/media/GdDEtpnXkAAu8so.jpg
no,https://twitter.com/AvaJaneOrtiz/status/1860202727638466584,https://pbs.twimg.com/media/GdDEhXlW4AAEVZ6.jpg
no,https://twitter.com/philbutta/status/1860202515792560273,https://pbs.twimg.com/media/GdDEM3iWUAAz3NM.jpg
no,https://twitter.com/philbutta/status/1860202515792560273,https://pbs.twimg.com/media/GdDEM3nXAAA_wSE.jpg
no,https://twitter.com/CK23193021/status/1860202476755923237,https://pbs.twimg.com/media/GdDDm1BWwAEeoyA.jpg
no,https://twitter.com/2aHistory/status/1860202042591224074,https://pbs.twimg.com/media/GdDDwh1W8AATaUI.jpg
no,https://twitter.com/bimarahisi/status/1860201614210138271,https://pbs.twimg.com/media/GcbJBTaXkAAtWq1.jpg
yes,https://twitter.com/CForeman31/status/1860201376221135195,https://pbs.twimg.com/media/GdDDS1PagAchzur.jpg
no,https://twitter.com/ultramaga48665/status/1860201252828905892,https://pbs.twimg.com/media/GdDDLS3X0AEwFeQ.jpg
