content,tweet_url,image_url
no,https://twitter.com/BeijingBiden9/status/1852138472636584339,https://pbs.twimg.com/media/GbQeID-XoAA6QA7.jpg
no,https://twitter.com/mlnga/status/1852138451795128728,https://pbs.twimg.com/media/GbQeG4LWAAA1rSm.jpg
no,https://twitter.com/Punished26262/status/1852138405876109584,https://pbs.twimg.com/media/GbQeEEEbUAEyuLs.jpg
no,https://twitter.com/luckyvalpal/status/1852138386464575654,https://pbs.twimg.com/media/GbQeCovX0AASwhj.jpg
no,https://twitter.com/GhostWitThmost/status/1852138385588035994,https://pbs.twimg.com/media/GbQeCyKXAAA2vc-.jpg
no,https://twitter.com/GhostWitThmost/status/1852138385588035994,https://pbs.twimg.com/media/GbQeC1BWEAA5aIp.jpg
no,https://twitter.com/GhostWitThmost/status/1852138385588035994,https://pbs.twimg.com/media/GbQeC08XwAApYoC.jpg
no,https://twitter.com/GhostWitThmost/status/1852138385588035994,https://pbs.twimg.com/media/GbQeC1MXgAAfyTf.jpg
no,https://twitter.com/17samshaw/status/1852138379283943712,https://pbs.twimg.com/media/GbQd5rYakAQAifq.png
no,https://twitter.com/cue_bono/status/1852138345809301929,https://pbs.twimg.com/media/GbQeAhaasAAt6Kp.jpg
no,https://twitter.com/DavidDee1848989/status/1852138313395634337,https://pbs.twimg.com/media/GbQd-tlWMAEf43W.jpg
no,https://twitter.com/FatherOfTears/status/1852138305145458827,https://pbs.twimg.com/media/GbQd-ThXoAArC7w.jpg
no,https://twitter.com/xavier_alvaran/status/1852138295054209348,https://pbs.twimg.com/media/GbQd9r8akAIPv7v.png
no,https://twitter.com/AKarabachi/status/1852138293694972377,https://pbs.twimg.com/media/GbQd9lxW8AA3uDz.jpg
no,https://twitter.com/punkybrewsters1/status/1852138240305959312,https://pbs.twimg.com/media/GbQd6VxbYAAxE90.jpg
no,https://twitter.com/Cornelius_Lipka/status/1852138236090392804,https://pbs.twimg.com/media/GbQd6TyXwAAlnYd.jpg
no,https://twitter.com/majorbrainpain/status/1852138207342924055,https://pbs.twimg.com/media/GbQd0u4akAE8eYX.jpg
no,https://twitter.com/majorbrainpain/status/1852138207342924055,https://pbs.twimg.com/media/GbQd0zKakAArvG_.jpg
yes,https://twitter.com/logicalLift/status/1852138207091060916,https://pbs.twimg.com/media/GbQd4d3WkAAdFRZ.jpg
no,https://twitter.com/keny_berd/status/1852138164690796979,https://pbs.twimg.com/media/GbQd2DbXIAAozDv.jpg
no,https://twitter.com/BestBittyBee/status/1852138154477916486,https://pbs.twimg.com/media/GbQd1erXgAA3HRQ.jpg
yes,https://twitter.com/Binky_Tremaine/status/1852138141580210185,https://pbs.twimg.com/media/GWrusbZX0AAgksa.png
no,https://twitter.com/JamesGerar12346/status/1852138110198366265,https://pbs.twimg.com/media/GbQdxaFakAIwq5W.jpg
no,https://twitter.com/Malakof5thAve/status/1852138103504359608,https://pbs.twimg.com/media/GbQdykTWIAAsUJ0.jpg
yes,https://twitter.com/traderad52/status/1852138053550391761,https://pbs.twimg.com/media/GbQdsnvXcAAWG2j.png
no,https://twitter.com/WalterArno23873/status/1852138050530267643,https://pbs.twimg.com/media/GbQdvf5XUAADoWJ.png
no,https://twitter.com/Roger86174104/status/1852138049548796346,https://pbs.twimg.com/media/GbQdvcGW0AAIRpl.jpg
no,https://twitter.com/hankgolfer/status/1852138036189917634,https://pbs.twimg.com/media/GbQdumCXIAA_QF2.jpg
yes,https://twitter.com/BrianEastwood_X/status/1852138034374054383,https://pbs.twimg.com/media/GbQduP2akAMGq8w.jpg
no,https://twitter.com/rhb4/status/1852138022449615059,https://pbs.twimg.com/media/GbQdtayakAAc6tv.jpg
no,https://twitter.com/RubeBait/status/1852138015973609581,https://pbs.twimg.com/media/GbQds5KacAAPN1w.png
